tariff,sex,premium,probability,age,smooth,raw,Exposure
(all),(all),prfrei,qx,46,0.0011234050472124924,0.0011734788345560442,193328.42099202168
(all),(all),prfrei,qx,47,0.0012448032652087944,0.0011246512222218511,192840.20775252144
(all),(all),prfrei,qx,48,0.0013846577355643328,0.001404641561747925,190662.0061116965
(all),(all),prfrei,qx,49,0.0015417201645321313,0.0016194149721726315,186953.105803101
(all),(all),prfrei,qx,50,0.001714544601115068,0.0017917176469231936,181227.68754327865
(all),(all),prfrei,qx,51,0.0019049764658785131,0.0016638847262017665,175346.92652416078
(all),(all),prfrei,qx,52,0.0021196520184281853,0.0021803631868143616,167678.94254854735
(all),(all),prfrei,qx,53,0.0023527575864244806,0.0024313374908451757,158567.35369561944
(all),(all),prfrei,qx,54,0.002598222923670305,0.0026223363005822187,149289.02215866325
(all),(all),prfrei,qx,55,0.00285109220452566,0.003132552991157032,139921.78451753725
(all),(all),prfrei,qx,56,0.003105915276317323,0.0029486817942372444,131051.58746801144
(all),(all),prfrei,qx,57,0.003367725214801381,0.0032505969584784807,123468.59211952431
(all),(all),prfrei,qx,58,0.00363741963053561,0.003979706229449038,115607.1959054644
(all),(all),prfrei,qx,59,0.003911987480085894,0.003966490382147793,107438.34303025741
(all),(all),prfrei,qx,60,0.004199368176810802,0.004169146627633124,94546.10949119374
(all),(all),prfrei,qx,61,0.004511898038951269,0.004363993880753893,81398.64967635105
(all),(all),prfrei,qx,62,0.004864644982459045,0.004355697837315029,74910.57818756586
(all),(all),prfrei,qx,63,0.00527320672907304,0.005076547127046647,68769.49933012194
(all),(all),prfrei,qx,64,0.00574502469997487,0.005478637981182741,65529.762396507605
(all),(all),prfrei,qx,65,0.006284389275713563,0.00661935372592688,59927.71576095138
(all),(all),prfrei,qx,66,0.006889545751580656,0.0072567512260564085,52861.544159265395
(all),(all),prfrei,qx,67,0.007561973304421394,0.007287438046806234,47989.57498870992
(all),(all),prfrei,qx,68,0.00830756256746918,0.009017084728392492,46478.64762155653
(all),(all),prfrei,qx,69,0.009128060386804382,0.00948255882519173,45236.36673189824
(all),(all),prfrei,qx,70,0.010033697926259653,0.01061624095149114,43755.7050429023
(all),(all),prfrei,qx,71,0.011041572592624954,0.009807332436919121,45760.50107632094
(all),(all),prfrei,qx,72,0.012180985609657061,0.01196484698784089,49348.43220683426
(all),(all),prfrei,qx,73,0.013470537031192284,0.012914148453415685,50315.13117567364
(all),(all),prfrei,qx,74,0.014928150336500693,0.015450095923846148,47012.34662050279
(all),(all),prfrei,qx,75,0.01656413888265889,0.016775298189552104,41969.13587987355
(all),(all),prfrei,qx,76,0.018394278678085425,0.019356247069286816,35916.36099653771
(all),(all),prfrei,qx,77,0.020437049437533605,0.018593291858635567,30477.78321541472
(all),(all),prfrei,qx,78,0.022722522971027174,0.022025058514192463,25864.030407948216
(all),(all),prfrei,qx,79,0.025266628479538342,0.023858927351736153,24516.515301821466
(all),(all),prfrei,qx,80,0.028076761564293368,0.027359069622195305,24839.104907421348
(all),(all),prfrei,qx,81,0.031142280488669363,0.02813423620386762,25476.902942947465
(all),(all),prfrei,qx,82,0.034433257142773455,0.032653342620923516,26600.141961463196
(all),(all),prfrei,qx,83,0.03787499829859929,0.03535878428463529,27670.389274424208
(all),(all),prfrei,qx,84,0.04134603481938407,0.03906540060834925,28511.44068944754
(all),(all),prfrei,qx,85,0.04466451680973056,0.04772236693481041,25752.25934818606
(all),(all),prfrei,qx,86,0.04758755684689701,0.05584689714387906,23637.48076170405
(all),(all),prfrei,qx,87,0.049862846333454246,0.06307370363457054,23676.58926689749
(all),(all),prfrei,qx,88,0.05128616818234723,0.06254329996143018,24255.65323648954
(all),(all),prfrei,qx,89,0.0517595598752974,0.06353660114924577,25113.805456871894
(all),(all),prfrei,qx,90,0.05130149901412121,0.05898423958614697,26622.056352551557
(all),(all),prfrei,qx,91,0.05004880903663458,0.05334537293069484,28207.95776757489
(all),(all),prfrei,qx,92,0.048215273185795285,0.048733177152384934,29148.976734908927
(all),(all),prfrei,qx,93,0.04603762877773864,0.04778443435080737,28373.54315821165
(all),(all),prfrei,qx,94,0.04373456417991432,0.03780918385536285,26000.497726930604
(all),(all),prfrei,qx,95,0.04150381543365674,0.0318114350518459,23077.686798133374
(all),(all),prfrei,qx,96,0.03946702720117252,0.02783667858091168,17145.13182297155
(all),(all),prfrei,qx,97,0.037660736663916373,0.029408022776375393,11357.966588890562
(all),(all),prfrei,qx,98,0.03605675133389899,0.03430849961129618,6903.998381755231
(all),(all),prfrei,qx,99,0.0346050554790139,0.04979560149769671,3583.523385518591
(all),(all),prfrei,sx,0,NA,0.007228502119482609,104897.18926689749
(all),(all),prfrei,sx,1,NA,0.025268552921616554,255979.551934367
(all),(all),prfrei,sx,2,NA,0.03425538527919432,288273.4493150685
(all),(all),prfrei,sx,3,NA,0.041189685822231294,284217.5075869336
(all),(all),prfrei,sx,4,NA,0.04164782436592614,320758.63672286615
(all),(all),prfrei,sx,5,NA,0.03891528111306068,374374.7432861659
(all),(all),prfrei,sx,6,NA,0.03660045066132645,426149.0156028903
(all),(all),prfrei,sx,7,NA,0.03225905456253014,503356.29800541926
(all),(all),prfrei,sx,8,NA,0.030307258564164177,540625.9043504441
(all),(all),prfrei,sx,9,NA,0.02626951135301463,594196.3426614482
(all),(all),prfrei,sx,10,NA,0.09418971431668857,533654.8023784435
(all),(all),prfrei,sx,11,NA,0.11669243782545259,426111.82726930606
(all),(all),prfrei,sx,12,NA,0.05801279949553971,343388.09497215116
(all),(all),prfrei,sx,13,NA,0.0510260636760177,294564.89319584524
(all),(all),prfrei,sx,14,NA,0.04138607213191987,247890.6362863164
(all),(all),prfrei,sx,15,NA,0.04271799009065617,214912.52860906217
(all),(all),prfrei,sx,16,NA,0.036123946598724824,188537.5988634653
(all),(all),prfrei,sx,17,NA,0.03202984158874863,171115.3293090471
(all),(all),prfrei,sx,18,NA,0.028096398413391076,157877.78513472827
(all),(all),prfrei,sx,19,NA,0.025596611496429163,146441.44728285412
(all),(all),prfrei,sx,20,NA,0.02930361269469559,117621.94707210598
(all),(all),prfrei,sx,21,NA,0.027711136524717836,87542.9739199157
(all),(all),prfrei,sx,22,NA,0.02702910010544994,75914.09732048774
(all),(all),prfrei,sx,23,NA,0.02605874378350465,65902.21336745446
(all),(all),prfrei,sx,24,NA,0.022641934343432715,60782.84623664007
(all),(all),prfrei,sx,25,NA,0.022727828532229488,48762.29379045612
(all),(all),prfrei,sx,26,NA,0.020408040330994533,40885.7488258317
(all),(all),prfrei,sx,27,NA,0.0190640659252648,37615.20815896432
(all),(all),prfrei,sx,28,NA,0.014729577799412141,34571.38216920066
(all),(all),prfrei,sx,29,NA,0.013684543093117823,30046.11091374379
(all),(all),prfrei,sx,30,NA,0.012096804093710216,26950.599646244165
(all),(all),prfrei,sx,31,NA,0.012484527517034851,24038.94227758543
(all),(all),prfrei,sx,32,NA,0.012792410855407286,23223.733034773446
(all),(all),prfrei,sx,33,NA,0.010945906173553338,23078.022587686286
(all),(all),prfrei,sx,34,NA,0.011668740428417928,22066.55462893271
(all),(all),prfrei,sx,35,NA,0.01037230612749687,21483.96884690652
(all),(all),prfrei,sx,36,NA,0.011807417516475661,19448.473212404035
(all),(all),prfrei,sx,37,NA,0.01208315257169204,17685.869629685385
(all),(all),prfrei,sx,38,NA,0.013075591891496832,15651.544934517537
(all),(all),prfrei,sx,39,NA,0.011899687043928374,14284.625816649104
(all),(all),prfrei,sx,40,NA,0.012540700121143084,12440.737242209845
(all),(all),(all),qx,0,1.0294131070120001e-4,5.005305073344221e-4,7989.520879120879
(all),(all),(all),qx,1,9.670976243861524e-5,2.2780772287266985e-4,30724.167665211502
(all),(all),(all),qx,2,9.091120300364376e-5,3.1196454251302677e-4,41664.90244618395
(all),(all),(all),qx,3,8.567469408490047e-5,9.843385079868424e-5,50793.03384765919
(all),(all),(all),qx,4,8.129817213615974e-5,9.952466382081169e-5,60283.56384916454
(all),(all),(all),qx,5,7.804691813606722e-5,4.2747817508664865e-5,70177.52140599127
(all),(all),(all),qx,6,7.620585713381861e-5,6.252393110992835e-5,79966.87990365799
(all),(all),(all),qx,7,7.592739562063951e-5,3.3344685841639385e-5,89967.85866325455
(all),(all),(all),qx,8,7.738778837833692e-5,6.134101780140576e-5,97810.83183802498
(all),(all),(all),qx,9,8.060001526044347e-5,8.71363059353763e-5,103281.95337197049
(all),(all),(all),qx,10,8.559181101816276e-5,9.337650731113503e-5,107088.31809423454
(all),(all),(all),qx,11,9.250797859496381e-5,1.02841160938103e-4,106955.56402980581
(all),(all),(all),qx,12,1.0162208971346586e-4,1.2121747979726957e-4,107238.758866476
(all),(all),(all),qx,13,1.1337307282669227e-4,6.487499700763535e-5,107896.31229866025
(all),(all),(all),qx,14,1.2846779068233046e-4,9.163549493784079e-5,109123.01864368508
(all),(all),(all),qx,15,1.4744180544173056e-4,7.184584137317046e-5,111345.52068342616
(all),(all),(all),qx,16,1.706047338082887e-4,1.6888015213365254e-4,118417.178962818
(all),(all),(all),qx,17,1.9734197980971548e-4,0.00025643962974252897,128668.75833207888
(all),(all),(all),qx,18,2.2625302371459292e-4,2.953526759670096e-4,145567.1589116363
(all),(all),(all),qx,19,2.5533782424413227e-4,3.1541012792911567e-4,177518.61325455367
(all),(all),(all),qx,20,2.8222745682820826e-4,4.0920790386669967e-4,219892.1007978323
(all),(all),(all),qx,21,3.045476075571603e-4,3.212430650510184e-4,273891.8746500075
(all),(all),(all),qx,22,3.2108069222507485e-4,3.4587534694859696e-4,332432.22791660397
(all),(all),(all),qx,23,3.3121940623090157e-4,3.6760312551574215e-4,388934.9857293391
(all),(all),(all),qx,24,3.3521307150551175e-4,3.7337253201657323e-4,441835.385894927
(all),(all),(all),qx,25,3.343840496665738e-4,3.148477717486607e-4,489048.265663104
(all),(all),(all),qx,26,3.3106250016476537e-4,3.2392385146414663e-4,530902.9939334638
(all),(all),(all),qx,27,3.271250312669158e-4,3.1924426043831576e-4,573137.2864744844
(all),(all),(all),qx,28,3.2419952487168583e-4,3.190779077755529e-4,614172.0425937077
(all),(all),(all),qx,29,3.2364320782840973e-4,3.0681447943478536e-4,651759.7178609063
(all),(all),(all),qx,30,3.2668606963539296e-4,3.003533716203376e-4,692413.6130964926
(all),(all),(all),qx,31,3.34137526936638e-4,3.032159258479545e-4,732040.516709318
(all),(all),(all),qx,32,3.4605392410579913e-4,3.746248908693723e-4,763287.319155502
(all),(all),(all),qx,33,3.613935835718165e-4,3.6726268391307573e-4,784035.8598524763
(all),(all),(all),qx,34,3.801075005432111e-4,3.636625774570444e-4,800046.8157308445
(all),(all),(all),qx,35,4.0240128061565575e-4,4.0966642403683846e-4,807808.9411034171
(all),(all),(all),qx,36,4.277899204993415e-4,4.489245629309369e-4,815098.7426840283
(all),(all),(all),qx,37,4.559489403197626e-4,4.7679646948232393e-4,832441.8935646545
(all),(all),(all),qx,38,4.8735053600398024e-4,5.239063755586029e-4,862523.5695544182
(all),(all),(all),qx,39,5.234994515865703e-4,4.3742332416230306e-4,893675.4446936625
(all),(all),(all),qx,40,5.680233135332621e-4,5.810267761259907e-4,930839.7727608009
(all),(all),(all),qx,41,6.209138927542278e-4,6.107141398314204e-4,970697.8839906668
(all),(all),(all),qx,42,6.826472340948582e-4,7.318333972233799e-4,1009423.1697576396
(all),(all),(all),qx,43,7.530198506402819e-4,7.238709333727732e-4,1055054.7702544031
(all),(all),(all),qx,44,8.342344067033283e-4,8.507043650709314e-4,1104496.705938582
(all),(all),(all),qx,45,9.272341558554186e-4,9.124805680699513e-4,1139230.298682824
(all),(all),(all),qx,46,0.0010339840355887953,0.0010947410268366973,1161282.63538311
(all),(all),(all),qx,47,0.001155791327358821,0.0010427389138634193,1177053.759084751
(all),(all),(all),qx,48,0.0012980835458545306,0.001299575296003543,1178849.6443775403
(all),(all),(all),qx,49,0.0014596368554593672,0.0014769636011138234,1172486.7219027549
(all),(all),(all),qx,50,0.001637554858165274,0.00178871198833434,1152870.9276155352
(all),(all),(all),qx,51,0.0018278369018058735,0.0018054307545446106,1129457.639281951
(all),(all),(all),qx,52,0.0020342196307173584,0.0019667294906733006,1093126.3344874303
(all),(all),(all),qx,53,0.0022605366265170458,0.002301024321839465,1046588.7267349089
(all),(all),(all),qx,54,0.0025074671597772723,0.002497533811945119,990139.9698028
(all),(all),(all),qx,55,0.0027779054475239656,0.002838672191479373,928340.5036880927
(all),(all),(all),qx,56,0.0030748489284350192,0.003072188799496223,858977.1901174168
(all),(all),(all),qx,57,0.0034052067277046873,0.003316189349338156,793871.3164458829
(all),(all),(all),qx,58,0.0037778972144778718,0.0037998483458392598,728116.797930152
(all),(all),(all),qx,59,0.0042002375497910025,0.0040563252684298985,665753.2651362336
(all),(all),(all),qx,60,0.004682024629230546,0.004635998244892237,565339.0009784736
(all),(all),(all),qx,61,0.005229488910042666,0.005147656391805457,463287.7168297456
(all),(all),(all),qx,62,0.005847393438375297,0.005769978458281157,414918.90449345176
(all),(all),(all),qx,63,0.006537333103745376,0.006597587787781459,381906.34669577
(all),(all),(all),qx,64,0.007296510900905296,0.007574883348854121,364165.6837422851
(all),(all),(all),qx,65,0.008119348179974298,0.008224186963994505,337242.79759144963
(all),(all),(all),qx,66,0.009001625349869322,0.009325793255807418,304819.40669878066
(all),(all),(all),qx,67,0.009938213273598243,0.010312846749513601,281199.662547042
(all),(all),(all),qx,68,0.010927089454755257,0.011262999258542869,272186.6543956044
(all),(all),(all),qx,69,0.011971542740140262,0.012205837551294675,261139.63307240704
(all),(all),(all),qx,70,0.013081561999224245,0.013495599661823012,245450.0852551558
(all),(all),(all),qx,71,0.014274276742020536,0.014105059447166352,245543.1534547644
(all),(all),(all),qx,72,0.015578157825090606,0.015368275798905212,255822.8064805058
(all),(all),(all),qx,73,0.017028102912017617,0.016118261395145026,252319.86654373026
(all),(all),(all),qx,74,0.01866603752414596,0.018120497574507417,230556.69271413516
(all),(all),(all),qx,75,0.020531894968643875,0.01956093993913584,204311.55331175672
(all),(all),(all),qx,76,0.022667732244290577,0.020998894500652978,171098.36457925636
(all),(all),(all),qx,77,0.025112597312041487,0.023221996375096598,139818.2059160018
(all),(all),(all),qx,78,0.027893702008658646,0.026509104208986795,112822.5770660846
(all),(all),(all),qx,79,0.031020394045659823,0.03087233116568333,102244.03321541472
(all),(all),(all),qx,80,0.03448177555137568,0.03431737530042306,95112.63520999548
(all),(all),(all),qx,81,0.03824699330661405,0.03752684352545905,88535.74513021225
(all),(all),(all),qx,82,0.04225956027331489,0.043276883932471234,84346.80691705555
(all),(all),(all),qx,83,0.046429261678114606,0.049004041246307334,80541.61910281499
(all),(all),(all),qx,84,0.050635972993916305,0.056226169276364354,76936.92662953485
(all),(all),(all),qx,85,0.05473690555176108,0.06213564869692996,58929.04908174018
(all),(all),(all),qx,86,0.058583869484898986,0.06362394136346393,46778.14574740328
(all),(all),(all),qx,87,0.06203448489287285,0.07360898292503229,44175.96749209695
(all),(all),(all),qx,88,0.06495425748759058,0.07835749049737767,42524.691517386724
(all),(all),(all),qx,89,0.0672392340207508,0.08165281249210868,41055.67962516935
(all),(all),(all),qx,90,0.06882848300603932,0.07915809491780074,40524.04223242511
(all),(all),(all),qx,91,0.06971106427809874,0.07497910883966095,40077.264955592356
(all),(all),(all),qx,92,0.06991986336131789,0.0738377099299452,39220.94829143459
(all),(all),(all),qx,93,0.0695190149262936,0.07311217102092511,36396.56783079934
(all),(all),(all),qx,94,0.06859536351720998,0.06106764409530908,32226.82601234382
(all),(all),(all),qx,95,0.06725067400034934,0.05433187077826947,27681.75368056601
(all),(all),(all),qx,96,0.06557719859326744,0.05041831196934271,20610.111666415774
(all),(all),(all),qx,97,0.06364766902027005,0.05085501428286358,14066.188356164384
(all),(all),(all),qx,98,0.06151632747670134,0.06143342383359112,9308.892525967183
(all),(all),(all),qx,99,0.05922632982264677,0.07623388456854788,5942.854975161825
(all),(all),(all),sx,0,NA,0.04999416628013423,1570093.8863691103
(all),(all),(all),sx,1,NA,0.048136938122395216,2835368.882786392
(all),(all),(all),sx,2,NA,0.04444686591928376,2705409.2505193437
(all),(all),(all),sx,3,NA,0.04256628631321995,2557554.8530633748
(all),(all),(all),sx,4,NA,0.03952032572277214,2584046.6799111846
(all),(all),(all),sx,5,NA,0.03813711569093691,2553109.5919464095
(all),(all),(all),sx,6,NA,0.03481541911522085,2527699.879911185
(all),(all),(all),sx,7,NA,0.030571574813147852,2664969.0212328765
(all),(all),(all),sx,8,NA,0.028094273455500047,2686725.2314993227
(all),(all),(all),sx,9,NA,0.024412211386116833,2815625.223302725
(all),(all),(all),sx,10,NA,0.054796195009484905,2422000.151324703
(all),(all),(all),sx,11,NA,0.08135602457440443,1919551.3531386422
(all),(all),(all),sx,12,NA,0.0386665771299738,1597053.2538085203
(all),(all),(all),sx,13,NA,0.03370009832828088,1400065.626840283
(all),(all),(all),sx,14,NA,0.02933246834034119,1135339.5231220834
(all),(all),(all),sx,15,NA,0.029656645262595108,987309.4938356164
(all),(all),(all),sx,16,NA,0.02530117412858,871636.8803778413
(all),(all),(all),sx,17,NA,0.023122676511544125,777578.6357669728
(all),(all),(all),sx,18,NA,0.021423406258605886,689990.450323649
(all),(all),(all),sx,19,NA,0.019081189155403636,613081.0790757188
(all),(all),(all),sx,20,NA,0.02268110251307052,459564.810048171
(all),(all),(all),sx,21,NA,0.022196701023647365,322019.9756209544
(all),(all),(all),sx,22,NA,0.02068995947141083,281973.30944603344
(all),(all),(all),sx,23,NA,0.019984099643949333,246163.17933162727
(all),(all),(all),sx,24,NA,0.01746145420709894,234228.88904109588
(all),(all),(all),sx,25,NA,0.01747751631701274,183761.03133373478
(all),(all),(all),sx,26,NA,0.0170929224159999,144661.34377540267
(all),(all),(all),sx,27,NA,0.017361715117718883,130982.80310100858
(all),(all),(all),sx,28,NA,0.014649657164796165,116887.6958301972
(all),(all),(all),sx,29,NA,0.013302368465124928,90057.5468914647
(all),(all),(all),sx,30,NA,0.013533734513660467,70600.63670781274
(all),(all),(all),sx,31,NA,0.014763200827265125,58091.89397862412
(all),(all),(all),sx,32,NA,0.014332190109599654,53270.942337799184
(all),(all),(all),sx,33,NA,0.01292428849868953,50659.76722866175
(all),(all),(all),sx,34,NA,0.012708564101348439,47928.68968086708
(all),(all),(all),sx,35,NA,0.011621667365294689,47135.94129158513
(all),(all),(all),sx,36,NA,0.012844284634897373,42700.313254553665
(all),(all),(all),sx,37,NA,0.013750927898026158,39072.29955592353
(all),(all),(all),sx,38,NA,0.014633180490163317,34393.786715339455
(all),(all),(all),sx,39,NA,0.013050730561714427,30754.121428571427
(all),(all),(all),sx,40,NA,0.011948031017980443,26456.26401475237
(all),m,EE,qx,0,3.112105597751127e-4,0,100.32747252747252
(all),m,EE,qx,1,3.1601137284592806e-4,0,452.329429474635
(all),m,EE,qx,2,3.2088624447747515e-4,0,697.3044708715942
(all),m,EE,qx,3,3.258363171159062e-4,0,875.5963796477495
(all),m,EE,qx,4,3.3086275083103837e-4,0,1061.6307165437302
(all),m,EE,qx,5,3.359667235882211e-4,0,1237.5555020322145
(all),m,EE,qx,6,3.411494315243974e-4,0,1465.3223694114106
(all),m,EE,qx,7,3.4641208922842287e-4,0,1774.862238446485
(all),m,EE,qx,8,3.517559300257097e-4,0,2162.3762155652566
(all),m,EE,qx,9,3.5718220626725967e-4,0,2524.633004666566
(all),m,EE,qx,10,3.626921896231604e-4,3.3003159812840737e-4,3029.512900797832
(all),m,EE,qx,11,3.6828717138060553e-4,0,3481.3897937678757
(all),m,EE,qx,12,3.7387416278302307e-4,5.07296789047486e-4,3941.465324401626
(all),m,EE,qx,13,3.793545213689128e-4,0,4436.602762306187
(all),m,EE,qx,14,3.850324422646928e-4,0,4833.799766671685
(all),m,EE,qx,15,3.912307042966295e-4,1.9825145144504417e-4,5043.5992623814545
(all),m,EE,qx,16,3.982936535162173e-4,3.820447556948442e-4,5233.988755080536
(all),m,EE,qx,17,4.053652420577727e-4,3.726877041825486e-4,5365.423355411712
(all),m,EE,qx,18,4.1144955136348263e-4,7.498836797690152e-4,5332.160627728436
(all),m,EE,qx,19,4.153317922737966e-4,0,5562.784231521903
(all),m,EE,qx,20,4.169557377885579e-4,9.381680656417115e-4,6392.442586180942
(all),m,EE,qx,21,4.1630212359363393e-4,1.300903480012668e-4,7686.465369561945
